title,location,size,price
4 Bed Villa with En Suite in Runda,"Runda, Westlands",Runda a 4bedroom plus servant quarters all ensu...,450000.0
2 Bed House with En Suite at The Hub,"Hub, The hub, Karen",2 Bedroom Cottage,60000.0
4 Bed Townhouse with En Suite at Shanzu Rd,"10076, shanzu rd, Kyuna, Westlands",KYUNA SPACIOUS 4 BEDROOM TOWNHOUSE FOR RENT,190000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,Modern New! Four-Bedroom Townhouse off Kiambu R...,180000.0
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",5 BEDROOM VILLA FOR RENT LOWER KABETE,425000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Stand alone house,320000.0
4 Bed House with En Suite in Karen,Karen,Lovely 4 Bedroom House to Let,230000.0
5 Bed House with En Suite in Lake View,"Lake View, Westlands",Deluxe 5 bed en-suite house at lake view.,500000.0
5 Bed Villa with En Suite at Aloo Drive,"Mtwapa, Aloo drive",5 Bedrooms Maisionatte available for long term...,60000.0
5 Bed Townhouse with En Suite in Nyari,"Nyari, Westlands",Splendid 5 bedroome townhouse located in Nyari...,430000.0
3 Bed House at Langata Road,"Langata road, Karen",3bdr for rent,150000.0
3 Bed House with En Suite at Lone Tree Rosslyn,"Lone tree Rosslyn, Rosslyn, Westlands",3 bed fully furnished bungalow to let,200000.0
8 Bed House with Swimming Pool in Runda,"Runda Nairobi, Runda, Westlands",8bdrm ambassadorial house to let in runda.,500000.0
2 Bed House with En Suite at Hardy,"Karen,hardy, Karen Hardy",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,100000.0
5 Bed House with Garden at Runda,"Runda, Westlands","5br House, Runda",350000.0
3 Bed House with Garden in Thika,Thika,Three Bedroom Bungalow To Let In Thika,43000.0
4 Bed House with En Suite at Runda,"01, Runda, Westlands",Executive 5 Bedroom House All bedroom en-suite...,350000.0
5 Bed House with En Suite in Gigiri,"Gigiri, Westlands",Commercial and Residential! Beautiful 5 Bedroom...,420000.0
4 Bed Townhouse with En Suite at Kirawa Road,"Kirawa Road, Kitisuru, Westlands","4 Bedroom Townhouse To Let On Kirawa Road, Kiti...",130000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Beautiful 4Bedroom Townhouse plus dsq for rent...,360000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 Bedrooms Townhouse For Rent Lavington,320000.0
3 Bed House with Swimming Pool at Grevillea Grove,"Grevillea grove, Kyuna, Westlands",3 Bedroom unfurnished apartment,260000.0
5 Bed House with En Suite at Karen Plain,"Karen plain, Karen Hardy",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,180000.0
4 Bed House with En Suite at Karen Miotoni,"Karen miotoni, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,375000.0
5 Bed Townhouse in Lavington,Lavington,Lovely 5 Bedroom Townhouse for Rent in Lavingt...,350000.0
2 Bed House with En Suite in Muthaiga,Muthaiga,Charming 2 Bedroom Furnished & Serviced Cottage...,300000.0
4 Bed House with Swimming Pool in Westlands Area,"Westlands Area, Westlands",A Fabulously Designed Furnished Penthouse To Le...,270000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5 BEDROOM TOWNHOUSE +2DSQ TO LET IN LAVINGTON,350000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Executive 5 Bedroom Townhouse all en-suite,400000.0
5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",ALL EN-SUITE 5 BEDROOM TOWNHOUSE FOR RENT IN RU...,340000.0
5 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",DELIGHTFUL 5 BEDROOM HOME IN ROSSLYN LONE TREE,400000.0
3 Bed House with En Suite in Karen,Karen,3 bedroom for Rent,150000.0
3 Bed House in Thome,"Thome, Roysambu",3 bedroom house to rent in Thome,100000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Cozy 4 Bedroom Town House All Ensuite - Spring...,250000.0
6 Bed House with Swimming Pool in Kitisuru,"Old kitisuru Nairobi, Kitisuru, Westlands",A 6bdrm ambassadorial house to let in kitisuru.,1000000.0
5 Bed Townhouse with Garden in Spring Valley,"Spring valley Nairobi, Spring Valley, Westlands",A 5bdrm townhouse to let in spring valley.,3000.0
4 Bed Villa with En Suite in Lavington,Lavington,BREATH-TAKING 4 BEDROOM VILLA PLUS DSQ FOR RENT...,600000.0
1 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Cozy 1 Bedroom Furnished Cottage,85000.0
4 Bed Townhouse in Kitisuru,"Kitisuru, Westlands",4 Bedroom Townhouse for rent in Kitisuru,400000.0
5 Bed House with En Suite at Kitisuru Road,"0.44, Kitisuru Road, Kitisuru, Westlands",LUXURIOUS LIVING,1200000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",4 Bedroom All En-suite Townhouse,250000.0
3 Bed House with En Suite at Old Muthaiga Road,"Old Muthaiga road, Muthaiga",3 bedrooms house located in old Muthaiga,260000.0
4 Bed House with En Suite at Runda Grove,"4, Runda Grove, Runda, Westlands",A Cozy and Modern 4 Bedrooms stand alone villa...,300000.0
2 Bed House with En Suite at Bomas Of Kenya,"Bomas of Kenya, Karen",2 BEDROOM COTTAGE FOR RENT IN KAREN,90000.0
1 Bed House with En Suite in Karen,Karen,Fully Furnished and Serviced 1 Bedroom Cottage...,120000.0
5 Bed House with En Suite in Lavington,Lavington,Absolutely Stunning! Lavington Five Bedroom Fam...,350000.0
4 Bed Villa with En Suite at Fourways Junction,"Fourways junction, Kiambu Road",4 bed villa at Fourways junction Kiambu road,150000.0
4 Bed House with En Suite at Runda,"Evergreen, Runda, Westlands",4 Bedroom House For Rent in Runda,240000.0
4 Bed Townhouse with En Suite in Kyuna,"Kyuna, Westlands",4 bedroom townhouse for rent in Lavington,270000.0
3 Bed House with En Suite at Karen Marist Road,"O, Karen Marist road, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN,85000.0
4 Bed House with En Suite in Mkomani,"moyne drive, Mkomani, Nyali",Executive 4 bedroom villa in a gated compound w...,230000.0
3 Bed House with En Suite at Windy Ridge,"O, Windy ridge, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,65000.0
3 Bed Townhouse with En Suite at Nyali,"off links road, Nyali, Nyali Area",PRISTIE 3 bedroom mantionette to let in Nyali,65000.0
4 Bed Townhouse with En Suite at Tilisi Estate,"Tilisi Estate, Limuru Town, Limuru",MODERN 4 BEDROOM VILLA ON WITH GARDEN IN TILISI...,165000.0
4 Bed House with En Suite at Karen,Karen,4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,350000.0
4 Bed House with En Suite at Mwananchi Rd,"Mwananchi Rd, Syokimau",Lovely 4 Bedroom Townhouse For Rent In Syokimau...,100000.0
4 Bed Townhouse with Garden in Karen,Karen,4 BEDROOM IN A GATED COMMUNITY,250000.0
5 Bed Villa with En Suite at Peponi Close,"PEPONI CLOSE, Spring Valley, Westlands",EXECUTIVE VILLA,350000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",All ensuite 4 bedroom townhouse in Runda,300000.0
4 Bed House with En Suite at Muteero Estate,"O, Muteero estate, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,320000.0
5 Bed House with En Suite at Lavington Green,"Lavington Green, Lavington",Lavishly designed 5 bedrooms villa plus family...,620000.0
5 Bed House with En Suite at Ndenge Road,"Ndenge road, Karen",5 BEDROOM EXECUTIVE VILLA FOR RENT IN KAREN,550000.0
4 Bed House with En Suite at Karen Road,"Near Bomas, Karen road, Karen","Amazing 4 Bedroom Villa for rent in Karen, near...",350000.0
4 Bed Townhouse with Garden in Brookside,"Brookside, Westlands",4 Bedroom townhouse in brookside plus DSQ for 2...,250000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",5brd all ensuite newly built located at Runda m...,450000.0
5 Bed House with Garden in Runda,"Runda, Westlands",Spacious 5 Bedroom House To Let In Runda,350000.0
5 Bed Townhouse with En Suite at Elmolo Drive,"56, Elmolo Drive, Lavington",A Modern 5 Bedrooms All En-suite Townhouse To L...,350000.0
4 Bed House with En Suite at Bomas Of Kenya,"Bomas of Kenya, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,140000.0
5 Bed House with En Suite at Mageta,"Mageta, Lavington",Impressive secure good for office 5 bedrooms do...,600000.0
4 Bed House with En Suite at Miotoni Road,"miotoni road, Karen","4 BEDROOM HOUSE FOR RENT IN KAREN,NAIROBI,KENYA...",400000.0
4 Bed House with Garden in Kilimani,Kilimani,4 Bedroom house with Garden,230000.0
4 Bed House with En Suite in Kyuna,"Kyna Road loresho, Kyuna, Westlands",Modern 4 bedroom bungalow with 1 bedroom guest...,450000.0
4 Bed House with En Suite at Bomas Of Kenya,"Bomas of kenya, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,200000.0
4 Bed House with En Suite at Karen,Karen,4 BEDROOM HOUSE FOR RENT IN KAREN,300000.0
4 Bed House with Swimming Pool in Lavington,Lavington,Lavington 4bedroms plus dsq bungalow ideal for...,380000.0
5 Bed House with En Suite in Lavington,Lavington,A Own Compound Home With A Swimming Pool To Let...,450000.0
7 Bed House with En Suite at Gem Lane,"78, Gem Lane, Lavington",Located on gem lane is this 7 bedrooms house s...,330000.0
5 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",Peponi is one of the safest and most prestigiou...,250000.0
4 Bed House with En Suite at Kiabu Road,"90, Kiabu road, Runda, Westlands",Lying in the heart of Runda Kiambu Road is a t...,250000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Stunning 5 Bedroomed Double Storey For Rent In...,250000.0
4 Bed House with En Suite at Bomas Of Kenya,"Bomas of Kenya, Karen",FOUR BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KE...,130000.0
3 Bed House with En Suite at Community Road,"A 70, Community Road, Syokimau",Three bedroom house in Syokimau,40000.0
4 Bed Townhouse with Garden in Kilimani,Kilimani,4 Bedroom Double Storey Townhouse,220000.0
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",4 BEDROOM TOWNHOUSE FOR RENT IN KITUSURU,350000.0
6 Bed House with En Suite in Karen,Karen,6 Bedroom House To Let,220000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,AN EXCLUSIVE FOUR BEDROOM TOWNHOUSE IN A GATED...,150000.0
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",4 bedroom townhouse for rent in westlands,170000.0
5 Bed House with Swimming Pool in Lower Kabete,"Lower Kabete, Westlands",Impeccable 5 Bedroom On Lower Kabete For Rent.,350000.0
5 Bed Townhouse with En Suite at Lower Kabete Rd,"10052, Lower kabete rd, Lake View, Westlands",LAKE VIEW MODERN 5 BEDROOM TOWNHOUSE FOR RENT,550000.0
2 Bed House with Walk In Closet at Bomas Of Kenya,"Bomas of kenya, Karen",2 BEDROOM COTTAGE FOR RENT IN KAREN NAIROBI KEN...,90000.0
5 Bed House with Garden at Runda,"Runda, Westlands","5br House, Runda",260000.0
4 Bed Villa with En Suite at Runda Evergreen,"Runda Evergreen, Runda, Westlands",4 bedroom plus dsq villa for rent in Runda Ever...,375000.0
3 Bed Townhouse with En Suite in Nyali Area,"Nyali, Nyali Area",Executive 3 bedroom beach side furnished apart...,150000.0
2 Bed House with Garden at Silanga Road,"Silanga road, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,45000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",FOUR BEDROOM TOWNHOUSES WITH POOL IN SPRING VAL...,250000.0
5 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",5 BEDROOM HOUSE FOR RENT IN SPRING VALLEY,299000.0
4 Bed House with En Suite at Muteero Road,"MUTEERO ROAD, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,320000.0
5 Bed House with En Suite in Gigiri,"Gigiri, Westlands",Charming and Well-Maintained 5-Bedroom Stand Al...,500000.0
4 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",Executive 4 bedroom townhouse all ensuite on 0....,350000.0
2 Bed House with Borehole in Karen,Karen,Urban Bungalow,42000.0
5 Bed Townhouse with En Suite at Spring Valley Road,"Spring Valley Road, Spring Valley, Westlands",Executive 5 bedroom townhouse all ensuite with...,380000.0
5 Bed Townhouse with En Suite in Riverside,"Riverside, Westlands",Furnished 5 Bedroom House to Let,300000.0
3 Bed Townhouse with En Suite at Ridgeways Road,"77, Ridgeways road, Ridgeways",3 bedrooms to let in ridgeways,165000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Elegant 4Bedroom Townhouse to Let in Lavington,220000.0
5 Bed Villa with En Suite at Rimpa,"Rimpa, Ongata Rongai",5 Bedrooms plus DSQ Villa For Rent,100000.0
5 Bed House in Riverside,"Riverside, Westlands",A Peaceful Enduring Townhouse In Riverside For...,220000.0
4 Bed House with En Suite at Siaya,"Siaya, Kileleshwa",Extremely beautiful 4 house plus 1 bedroom gues...,255000.0
4 Bed House with En Suite at,"Mimosa Road,, Runda, Westlands",Spectacular 4 Beds House for Rent in Runda,300000.0
4 Bed House with En Suite in Kiambu Road,Kiambu Road,AN AMAZING MODERN FOUR BEDROOM VILLA OFF KIAMBU...,160000.0
4 Bed House with Garden at Kiambu Road,"77, Kiambu road, Kiambu Road",4 bedrooms to let kiambu rd,250000.0
4 Bed Townhouse with En Suite at Garden City Residency,"Garden City Residency, Thika Road",4 BEDROOMS,160000.0
1 Bed House with Swimming Pool at Kikenni Lane,"Kikenni Lane, Karen","1 BEDROOM COTTAGE FOR RENT IN KIKENNI ROAD, KAR...",80000.0
1 Bed House with En Suite at Lower Kabete,"Lower kabete, Lower Kabete, Westlands",Lower kabete Geust wing 1 bedroom fully furnish...,125000.0
5 Bed House with En Suite in Nyari,"Nyari, Westlands",5Br Standalone house in Nyari,350000.0
4 Bed Townhouse with En Suite in Thika Road,Thika Road,4 bedroom townhouse to rent in Garden City (Ken...,250000.0
4 Bed Townhouse with Garden at Kitisuru,"Kitisuru, Westlands","4br Townhouse, Kitisuru",400000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",4 bedroom townhouse for rent in Spring valley,250000.0
4 Bed House with En Suite in Karen,Karen,MODERN 4 BEDROOM HOUSE,350000.0
4 Bed Townhouse in Spring Valley,"Spring Valley, Westlands",SPRING VALLEY; 4 Bedroom Townhouse to Let,250000.0
5 Bed House with En Suite in Karen,Karen,COMMERCIAL OR RESIDENTIAL HOUSE,300000.0
4 Bed House with En Suite at Near Ndovu Road,"Near ndovu road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,300000.0
5 Bed House with En Suite at Karen,Karen,5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,170000.0
4 Bed House with En Suite in Kiambu Road,Kiambu Road,4 Bedroom Maisonette Fully Furnished for Rent i...,250000.0
5 Bed House with En Suite at Karen Bomas Of Kenya,"Karen bomas of kenya, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,300000.0
4 Bed Villa with En Suite in Diani,Diani,"4br Beach Family Holiday Villa, Diani, South Co...",45000.0
4 Bed Townhouse with En Suite at Lolesho,"Lolesho, Loresho, Westlands",4brd all ensuite in a gated estate of 6units,270000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5 bedroom twonhouse for rent in Lavington,250000.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,Furnished 4 Bedroom Villa To Let,160000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Lovely 4 Bedroom House with DSQ for Rent in Run...,300000.0
4 Bed House with En Suite at,"Mimosa Road,, Runda, Westlands","Elegant 4 Beds house for rent in Runda,",300000.0
5 Bed Villa with En Suite at Muthangari,"Muthangari, Lavington",Outstanding secure 5 bedrooms all en-suite hous...,345000.0
4 Bed Townhouse with En Suite in Nyari,"Nyari, Westlands",4 Bedroom Townhouse in Nyari.,280000.0
4 Bed Townhouse with En Suite at Kiambu Road,"kiambu road, Runda, Westlands",MODERN 4 BEDROOM TOWNHOUSE TO LET OFF KIAMBU RO...,260000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Premium 5 bedroom townhouse for rent,250000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Magnificent and Stunning! 5-Bedroom Stand-Alone...,320000.0
5 Bed House with En Suite at Ololua Estate,"Ololua estate, Karen",5 BEDROOM FURNISHED HOUSE FOR RENT IN KAREN NAI...,400000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5 bedroom townhouse for rent in Lavington,250000.0
4 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,"4br Towhouse, Kiambu Road",130000.0
1 Bed House with En Suite in Gigiri,"Gigiri, Westlands",FURNISHED 1 BED GUESTHOUSE IN GIGIRI,150000.0
4 Bed House with Garden in Kitisuru,"Kitisuru, Westlands",4 bedroom house to rent in Kitisuru,454542.0
4 Bed Townhouse with En Suite at Peponi Road,"Peponi Road, Westlands Area, Westlands",Neat spacious 4 bedroom townhouse all ensuite w...,220000.0
5 Bed Townhouse with En Suite at Off Ndege Road,"off ndege road, Karen","5 BEDROOM TOWNHOUSE TO LET IN KAREN AT KES 350,...",350000.0
5 Bed Townhouse with En Suite at Lavington Green,"Lavington Green, Lavington",Charming secure 5 bedrooms townhouse plus famil...,210000.0
4 Bed House with En Suite at Runda,"Runda, Westlands","4br House, Runda",380000.0
4 Bed House with En Suite at Mutero Road,"mutero road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,100000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Homely 4 Bedroom Townhouse plus dsq for Rent in...,150000.0
4 Bed Villa with En Suite at Redhill Dr,"2, Redhill Dr, Nyari, Westlands",A Magnificent 4 Bedrooms stand alone villa to l...,450000.0
5 Bed Townhouse with En Suite at Peponi Road,"peponi road, Westlands Area, Westlands",5 bedroom townhouse for rent in Peponi road,350000.0
4 Bed House with Garden in Runda,"Runda, Westlands",4 Bedroom House,327000.0
5 Bed House with En Suite at Bomas Of Kenya,"O, Bomas of Kenya, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,450000.0
4 Bed Townhouse with En Suite in Ridgeways,Ridgeways,4 Bedroom Townhouse to rent in Ridgeways,200000.0
2 Bed House with Garden at Karen,Karen,2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,50000.0
4 Bed House with En Suite in Nyari,"4, Nyari, Westlands",A Charming 4 Bedrooms double storied house to l...,350000.0
5 Bed House with En Suite at Nyari,"Nyari, Westlands","5br House, Nyari",350000.0
3 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,AN AMAZING THREE BEDROOM VILLA IN A GATED COMMU...,100000.0
4 Bed Villa with En Suite in Shanzu,Shanzu,"Executive 4 Bed Room Furnished Holiday Villa,KS...",25000.0
2 Bed Townhouse with Garden at Ridgeways,Ridgeways,"2br Townhouse, Ridgeways",150000.0
5 Bed House with En Suite at Karen Ushirika Road,"Karen ushirika road, Karen",5 BEDROOM FOR RENT IN KAREN,450000.0
1 Bed House at Puma Close,"puma close, Kitisuru, Westlands",1 Bedroom house to rent (FULLY FURNISHED).,65000.0
3 Bed House with En Suite at Karen,Karen,3 BEDROOM HOUSE FOR RENT IN KAREN,200000.0
4 Bed Townhouse with En Suite at Langata Road Link,"23 02023 RF/0322p/0406p, Langata road link, Langata",Fully furnished four bedroom townhouse near Wil...,160000.0
2 Bed House in Karen,Karen,Karen rentals,50000.0
4 Bed House with En Suite at Paradise Lost Road,"89, Paradise lost road, Kiambu Road",A newly built 4bedrooms house for rent in a gat...,250000.0
5 Bed Townhouse with En Suite at Kautei Garden 44,"990, Kautei Garden 44, Lavington",5 Bedrooms (all en-suite) Townhouse in a compou...,250000.0
5 Bed House with En Suite at Karen Plain,"Karen plain, Karen","5 BEDROOM HOUSE FOR RENT IN KAREN,NAIROBI,KENYA",180000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",Lovely 2 Bedroom Furnished & Serviced Cottage,180000.0
5 Bed Townhouse with En Suite at James Gichuru,"66, James Gichuru, Lavington",Tucked away in a serene gated community sits th...,330000.0
2 Bed House with En Suite at Bomas Of Kenya,"Bomas of kenya, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,90000.0
